listing_id,city,neighborhood,room_type,price,median_neighborhood_price,price_gap_pct,occupancy_rate,occupancy_rank_percentile,amenity_score,review_rank_percentile,competitive_score,peak_month,peak_occupancy_rate
15634836,nashville,District 5,entire home/apt,99,160,-38.13,0.4444,61.78,62.5,94.12,77.95,12,0.3243
943746775163164144,nashville,District 7,entire home/apt,198,129,53.49,0.3778,48.5,78.05,23.27,35.03,8,0.3738
1392186309934702757,nashville,District 19,entire home/apt,115,173,-33.53,0.4889,64.49,39.58,10.28,50.42,8,0.3282
1234852763076081606,nashville,District 19,entire home/apt,148,173,-14.45,0.0111,1.62,64.58,36.37,44.9,8,0.3282
48155297,nashville,District 19,entire home/apt,77,173,-55.49,0.7778,85.6,28.13,76.01,73.16,8,0.3282
688607311212760824,nashville,District 6,entire home/apt,88,147,-40.14,0.3333,46.95,40.45,67.19,63.34,12,0.3585
44672180,nashville,District 19,entire home/apt,269,173,55.49,0.5889,72.64,60.42,64.13,45.67,8,0.3282
39034225,nashville,District 17,entire home/apt,182,172,5.81,0.1333,23.63,35.05,83.07,47.51,12,0.3042
1333526311333789519,nashville,District 5,entire home/apt,212,160,32.5,0.3,46.69,70.45,15.92,36.18,12,0.3243
1072627553915280997,nashville,District 14,private room,52,48,8.33,0.6889,77.57,39.19,15.92,41.79,8,0.3109
1422584124280396148,nashville,District 2,entire home/apt,119,198,-39.9,0.1111,21.4,56.63,18.82,50.11,8,0.2505
1498434355936866517,nashville,District 17,entire home/apt,213,172,23.84,0.0111,1.89,51.55,0,21.11,12,0.3042
51965920,nashville,District 7,entire home/apt,132,129,2.33,0.4556,56.11,74.39,60.83,59.33,8,0.3738
718360358194989374,nashville,District 13,entire home/apt,110,125,-12,0.2111,28.71,68.29,65.94,57.9,8,0.3706
1391361174237569422,nashville,District 19,entire home/apt,176,173,1.73,0.3111,46.66,40.63,15.49,37.84,8,0.3282
52506018,nashville,District 16,entire home/apt,115,115,0,0.0222,2.95,84.51,79.58,56.61,8,0.429
48157076,nashville,District 19,entire home/apt,87,173,-49.71,0.3667,52.83,28.13,81.51,67.89,8,0.3282
850768438307292614,nashville,District 8,entire home/apt,393,146,169.18,0.6556,74.2,80.58,43.02,45.74,12,0.3228
881757406968914141,nashville,District 14,entire home/apt,71,120,-40.83,0.2222,32.48,22.89,0,39.47,8,0.3109
9863459,nashville,District 7,entire home/apt,173,129,34.11,0.1889,26.7,59.76,94.6,48.7,8,0.3738
43345609,nashville,District 5,entire home/apt,240,160,50,0.5333,69.19,50,77.54,45.72,12,0.3243
28365055,nashville,District 21,entire home/apt,140,160,-12.5,0.3,45.26,56.18,78.49,61.47,8,0.3211
20054707,nashville,District 6,entire home/apt,193,147,31.29,0.3111,44.46,37.08,46.21,35.33,12,0.3585
1450201973281913798,nashville,District 6,entire home/apt,169,147,14.97,0.1556,23.76,38.2,4.32,25.89,12,0.3585
1505777330991499234,nashville,District 4,entire home/apt,103,124,-16.94,0.3667,53.51,75.34,0,49.62,12,0.3558
934140386912459010,nashville,District 17,entire home/apt,260,172,51.16,0.3111,48.45,63.92,24.16,31.71,12,0.3042
1078422875120073352,nashville,District 17,entire home/apt,129,172,-25,0.6333,75.82,48.45,23.22,55.58,12,0.3042
1478569083305120298,nashville,District 15,entire home/apt,143,138,3.62,0.3222,39.07,71.6,0,39.63,8,0.5031
6700201,nashville,District 13,entire home/apt,67,125,-46.4,0.7889,83.25,46.34,55.65,71.07,8,0.3706
4438136,nashville,District 24,entire home/apt,274,136,101.47,0.0444,6.5,88.06,74.84,42.03,8,0.3646
1219271646234591230,nashville,District 19,entire home/apt,118,173,-31.79,0.4333,59.46,40.63,36.37,55.68,8,0.3282
674612687669989407,nashville,District 18,entire home/apt,251,148,69.59,0.1889,30.79,90.54,37.2,38.09,12,0.3544
1457376498605015052,nashville,District 15,private room,191,103,85.44,0.8111,85.1,37.1,21.3,31.62,8,0.5031
1253595813051713488,nashville,District 4,entire home/apt,200,124,61.29,0.2222,34.08,79.45,27.95,33.67,12,0.3558
1089345411533442312,nashville,District 17,entire home/apt,286,172,66.28,0.3778,55.47,61.86,59.3,41.38,12,0.3042
24245679,nashville,District 7,entire home/apt,117,129,-9.3,0.4111,51.89,32.93,79.56,56.29,8,0.3738
1488592710926000066,nashville,District 19,entire home/apt,121,173,-30.06,0.1111,18.35,78.13,8.31,49.3,8,0.3282
1340934215903377888,nashville,District 15,entire home/apt,82,138,-40.58,0.1111,13.96,59.26,58.65,59.44,8,0.5031
684178203144141156,nashville,District 5,entire home/apt,145,160,-9.38,0.8667,91.37,59.09,55.06,64.62,12,0.3243
854342418431237543,nashville,District 13,entire home/apt,120,125,-4,0.6778,74.17,68.29,53.75,61.55,8,0.3706
1326974292296804620,nashville,District 19,entire home/apt,243,173,40.46,0.3444,50.43,46.88,20.78,29.86,8,0.3282
689441688793190754,nashville,District 9,entire home/apt,167,127,31.5,0.0111,1.56,59.09,50.92,33.37,12,0.3456
1439238205189338833,nashville,District 21,entire home/apt,270,160,68.75,0.4111,56.2,52.81,17.75,28.88,8,0.3211
608598477202259839,nashville,District 11,entire home/apt,80,122,-34.43,0.8333,87.83,50,71.5,73.27,12,0.3109
38904250,nashville,District 19,entire home/apt,171,173,-1.16,0.9444,95.94,32.29,84.99,63.86,8,0.3282
52730713,nashville,District 7,entire home/apt,127,129,-1.55,0.9778,97.64,73.17,63.2,69.09,8,0.3738
1283496938829963020,nashville,District 19,private room,320,74,332.43,0.6889,79.8,32.88,1.6,24.58,8,0.3282
22616889,nashville,District 15,entire home/apt,128,138,-7.25,0.9333,94.29,59.26,90.57,73.49,8,0.5031
1371813492573128550,nashville,District 1,private room,75,77,-2.6,0.2778,37.07,63.64,20.69,44.28,8,0.3712
878380466198144072,nashville,District 18,entire home/apt,199,148,34.46,0.0222,3.67,70.27,35.58,31.86,12,0.3544
928927479593652907,nashville,District 19,entire home/apt,318,173,83.82,0.4444,60.51,59.38,51.56,39.84,8,0.3282
1252911199122410582,nashville,District 16,entire home/apt,267,115,132.17,0.4222,50.94,60.56,18.77,30.02,8,0.429
2083878,nashville,District 19,entire home/apt,106,173,-38.73,0.2,32.04,34.38,99.2,66.42,8,0.3282
16613520,nashville,District 6,entire home/apt,64,147,-56.46,0.4111,54.93,55.06,81.13,75.03,12,0.3585
687215887081269359,nashville,District 8,entire home/apt,226,146,54.79,0.7444,80.86,66.99,56.26,46.99,12,0.3228
1143594641768324493,nashville,District 19,entire home/apt,400,173,131.21,0.4556,61.52,48.96,17.6,28.95,8,0.3282
1385099827880649738,nashville,District 19,entire home/apt,187,173,8.09,0.5556,70.06,20.83,4.58,32.94,8,0.3282
21191242,nashville,District 19,entire home/apt,184,173,6.36,0.0556,9.18,32.29,92.7,46.18,8,0.3282
21296745,nashville,District 25,entire home/apt,140,141,-0.71,0.7778,81.69,59.04,64.7,62.48,8,0.4223
23752202,nashville,District 19,entire home/apt,164,173,-5.2,0.2,32.04,21.88,81.81,48.89,8,0.3282
1330477162608306359,nashville,District 19,entire home/apt,309,173,78.61,0.1333,21.91,76.04,35.43,32.25,8,0.3282
590045319275143627,nashville,District 18,entire home/apt,233,148,57.43,0,0,66.22,43.42,27.41,12,0.3544
40423641,nashville,District 19,entire home/apt,172,173,-0.58,0.0444,7.31,34.38,71.61,43.13,8,0.3282
49468223,nashville,District 6,entire home/apt,102,147,-30.61,0.7222,80.09,61.8,72.67,73.82,12,0.3585
1437742234640802966,nashville,District 27,entire home/apt,57,77,-25.97,0.7889,79.45,41.43,0,49.04,8,0.4866
1237239481995131707,nashville,District 21,private room,33,62,-46.77,0.5667,68.95,100,0,67.82,8,0.3211
685303839668013059,nashville,District 15,entire home/apt,173,138,25.36,0.4556,53.29,71.6,56.96,50.19,8,0.5031
1318532701395383391,nashville,District 14,entire home/apt,56,120,-53.33,0.2444,35.39,15.66,12.32,44.07,8,0.3109
6703006,nashville,District 7,entire home/apt,195,129,51.16,0.2111,29.56,45.12,89.68,39.61,8,0.3738
1293553408964174246,nashville,District 19,entire home/apt,94,173,-45.66,0.5,65.45,53.13,25.1,61.35,8,0.3282
22142890,nashville,District 12,entire home/apt,175,133,31.58,0.1778,21.47,52.24,94.81,46.58,8,0.3846
671761745389896543,nashville,District 20,entire home/apt,288,148,94.59,0.0556,8.31,42.67,18.05,16.84,8,0.3475
30658935,nashville,District 17,entire home/apt,135,172,-21.51,0.1778,30.77,49.48,82.14,60.51,12,0.3042
968073385945143548,nashville,District 18,entire home/apt,109,148,-26.35,0.1889,30.79,72.97,38.79,57.01,12,0.3544
783398511113201777,nashville,District 2,entire home/apt,250,198,26.26,0.8222,88.82,55.42,60.85,53.95,8,0.2505
792956172139634710,nashville,District 19,entire home/apt,121,173,-30.06,0.9778,97.97,56.25,75.62,76.58,8,0.3282
1275430320796756212,nashville,District 2,entire home/apt,150,198,-24.24,0.8,87.47,56.63,21.56,59.31,8,0.2505
1359402003955010702,nashville,District 21,entire home/apt,332,160,107.5,0.7111,79.59,65.17,14.94,35.94,8,0.3211
1371908989755690626,nashville,District 19,entire home/apt,221,173,27.75,0.5667,70.93,57.29,24.02,41.19,8,0.3282
1056678219679017531,nashville,District 17,entire home/apt,208,172,20.93,0.7889,86.09,47.42,44.36,48.88,12,0.3042
1150230996773121745,nashville,District 17,entire home/apt,126,172,-26.74,0.7778,85.37,34.02,10.19,51.15,12,0.3042
40140223,nashville,District 3,private room,220,59,272.88,0.1889,25.4,81.97,79.43,45.43,4,0.3539
675157878765516286,nashville,District 13,entire home/apt,105,125,-16,0.3778,46.82,30.49,30.37,44.38,8,0.3706
37682465,nashville,District 30,private room,81,60,35,0.7111,76.92,61.36,94.43,58.83,8,0.346
16944642,nashville,District 7,entire home/apt,97,129,-24.81,0.4333,54.03,37.8,81.98,63.19,8,0.3738
1466262923206266439,nashville,District 19,entire home/apt,114,173,-34.1,0.1333,21.91,59.38,5.74,45.89,8,0.3282
928082042087482536,nashville,District 21,entire home/apt,136,160,-15,0.5444,67.22,84.27,13.63,57.42,8,0.3211
1091492067713973453,nashville,District 20,entire home/apt,135,148,-8.78,0.6556,73.49,60,50.64,59.99,8,0.3475
53508162,nashville,District 17,entire home/apt,176,172,2.33,0.2667,43.16,36.08,56.22,46.01,12,0.3042
803699110387545248,nashville,District 7,entire home/apt,122,129,-5.43,0.9667,96.85,68.29,44.16,64.11,8,0.3738
1063086238930632365,nashville,District 21,entire home/apt,376,160,135,0.8778,91.15,68.54,33.34,43.7,8,0.3211
1100237032155559245,nashville,District 2,entire home/apt,317,198,60.1,0.8556,90.83,40.96,49.75,40.84,8,0.2505
1087291373578358777,nashville,District 20,private room,90,46,95.65,0.3,41.02,21.95,0,13.69,8,0.3475
40752964,nashville,District 6,entire home/apt,109,147,-25.85,0.4778,61.08,64.04,27.12,57.76,12,0.3585
32312615,nashville,District 17,entire home/apt,76,172,-55.81,0.5889,72.75,23.71,65.55,66.87,12,0.3042
16641071,nashville,District 5,entire home/apt,126,160,-21.25,0.2889,45.34,42.05,83.73,61.89,12,0.3243
1172512874074892203,nashville,District 15,entire home/apt,149,138,7.97,0.5444,61.93,51.85,69.48,55.33,8,0.5031
2699594,nashville,District 19,entire home/apt,184,173,6.36,0.0222,3.52,45.83,86.98,47,8,0.3282
1462335794733737486,nashville,District 5,entire home/apt,238,160,48.75,0.2667,42.53,55.68,2.63,23.46,12,0.3243
1158997193799974103,nashville,District 2,private room,106,47,125.53,0.6556,78.46,39.34,60.85,40.74,8,0.2505
1490629729659865821,nashville,District 17,entire home/apt,56,172,-67.44,0,0,48.45,0,42.11,12,0.3042
1399418378652606712,nashville,District 17,entire home/apt,191,172,11.05,0.0778,14.02,61.86,14.48,33.57,12,0.3042
44181938,nashville,District 5,entire home/apt,384,160,140,0.0667,11.56,90.91,56.59,39.19,12,0.3243
20150138,nashville,District 6,entire home/apt,112,147,-23.81,0.9222,93.99,64.04,73.96,75.44,12,0.3585
1105062660849703261,nashville,District 19,entire home/apt,307,173,77.46,0.0111,1.62,64.58,52.86,29.68,8,0.3282
1379822238099392456,nashville,District 17,entire home/apt,348,172,102.33,0.2667,43.16,44.33,8.34,21.8,12,0.3042
631828424812033196,nashville,District 6,entire home/apt,186,147,26.53,0.2111,31.7,86.52,30.98,42.75,12,0.3585
1329029378470326839,nashville,District 24,entire home/apt,406,136,198.53,0.1222,17.87,80.6,22.72,29.4,8,0.3646
919745034203748181,nashville,District 19,entire home/apt,275,173,58.96,0.7444,83.48,69.79,66.91,50.87,8,0.3282
6424881,nashville,District 7,private room,90,76,18.42,0.0333,4.71,15.25,74.56,32.87,8,0.3738
1066676751333654433,nashville,District 5,entire home/apt,170,160,6.25,0.6333,76.49,43.18,23.24,45.03,12,0.3243
1495909001625600085,nashville,District 17,entire home/apt,90,172,-47.67,0.0778,14.02,39.18,0,41.9,12,0.3042
43861823,nashville,District 33,entire home/apt,177,162,9.26,0.1,12.8,95.65,0.23,38.75,8,0.3296
431258,nashville,District 19,entire home/apt,216,173,24.86,0.0778,12.89,64.58,97.82,50.72,8,0.3282
1110180960253860842,nashville,District 19,entire home/apt,161,173,-6.94,0.8333,89.09,39.58,26.05,51.31,8,0.3282
1220161034781218400,nashville,District 6,entire home/apt,350,147,138.1,0.3444,48.15,52.81,14.06,26.35,12,0.3585
37715078,nashville,District 27,entire home/apt,204,77,164.94,0.3111,34.01,32.86,70.84,32.73,8,0.4866
33286578,seattle,Genesee,entire home/apt,149,154,-3.25,0.5667,61.39,71.62,76.46,65.27,8,0.5876
14855437,seattle,West Woodland,private room,64,66,-3.03,0.1333,15.64,52.24,79.93,52.08,12,0.4481
1213839350452978698,seattle,Alki,entire home/apt,174,159,9.43,0,0,48.65,30.49,31.95,8,0.4494
24433183,seattle,Minor,entire home/apt,128,168,-23.81,0.7111,75.61,37.33,76.58,65.74,8,0.4487
1168832383198255511,seattle,First Hill,entire home/apt,325,157,107.01,0.0222,2.67,75,46.94,31.02,8,0.3979
756167625428804683,seattle,West Woodland,entire home/apt,160,154,3.9,0.4889,54.13,68.29,74.46,60.35,12,0.4481
1304633555888131533,seattle,West Queen Anne,private room,43,46,-6.52,0.0889,10.03,67.65,33.87,44.34,8,0.6558
15407769,seattle,Broadview,entire home/apt,114,112,1.79,0.1889,23.03,100,97.04,68.33,8,0.4182
53263324,seattle,North Admiral,entire home/apt,97,166,-41.57,0.8,82.54,39.02,70.23,71.29,8,0.5325
1506034651950583737,seattle,Wallingford,entire home/apt,198,141,40.43,0.1222,15.15,24.42,0,12.01,8,0.5328
1026110723385591832,seattle,Atlantic,entire home/apt,109,174,-37.36,0.0778,9.88,61.54,15.44,47.43,8,0.4382
50874348,seattle,Alki,entire home/apt,133,159,-16.35,0.0889,12.23,64.86,32.03,46.57,8,0.4494
919590271499393720,seattle,Belltown,entire home/apt,197,169,16.57,0.8556,88.43,97.5,51.15,64.88,8,0.3663
1028405732246193241,seattle,Fauntleroy,entire home/apt,162,143,13.29,0.4,43.77,67.47,56.78,50.83,8,0.5533
1381416956317184112,seattle,North Delridge,entire home/apt,248,139,78.42,0.0111,1.22,77.14,18.47,24.15,8,0.577
1421131042701522300,seattle,North Delridge,entire home/apt,115,139,-17.27,0.1667,20.67,51.43,3.08,37.94,8,0.577
19213509,seattle,Riverview,entire home/apt,183,120,52.5,0.1778,24.06,53.42,69.94,35.65,8,0.4588
1199302285183032820,seattle,Columbia City,entire home/apt,82,132,-37.88,0.1222,16.26,53.33,33.38,51.3,8,0.4333
1371290510113125640,seattle,Atlantic,entire home/apt,62,174,-64.37,0.8,82.29,15.38,0,50.3,8,0.4382
3689461,seattle,First Hill,entire home/apt,194,157,23.57,0.2778,34.72,50,61.41,42.73,8,0.3979
1188340633648374520,seattle,North Delridge,entire home/apt,124,139,-10.79,0.2556,31.06,71.43,41.14,52.59,8,0.577
947976911933784220,seattle,Columbia City,private room,94,63,49.21,0.0889,11.86,81.82,69.96,40.55,8,0.4333
15700294,seattle,Belltown,entire home/apt,100,169,-40.83,0.0222,3.35,40,31.06,45.68,8,0.3663
33690503,seattle,Belltown,entire home/apt,99,169,-41.42,0.8667,89.3,40,88.26,77.35,8,0.3663
36595243,seattle,Maple Leaf,entire home/apt,99,117,-15.38,0.0222,2.69,100,52.2,58.2,8,0.4659
1254492526420986578,seattle,Broadway,entire home/apt,209,152,37.5,0.0333,4.64,81.71,53.14,38.39,8,0.3582
868983390120677039,seattle,Yesler Terrace,entire home/apt,108,123,-12.2,0.3111,39,83.93,75.43,66.3,9,0.3206
34781110,seattle,Haller Lake,entire home/apt,127,138,-7.97,0.3667,39.61,43.59,25.65,42.62,8,0.5492
698533299582997817,seattle,West Woodland,entire home/apt,77,154,-50,0.4,45.3,68.29,66.17,72.68,12,0.4481
721023418131839701,seattle,West Queen Anne,entire home/apt,191,173,10.4,0.6667,68.73,60.47,79.71,60.67,8,0.6558
675324739303021108,seattle,Columbia City,entire home/apt,133,132,0.76,0.0778,10.39,73.33,15.62,39.09,8,0.4333
916286072933353981,seattle,Adams,entire home/apt,273,170,60.59,0.2667,30.69,72.41,58.71,38.92,8,0.5494
39907322,seattle,North Delridge,entire home/apt,156,139,12.23,0.4,46.01,100,64.99,61.78,8,0.577
52506764,seattle,South Lake Union,entire home/apt,188,208,-9.62,0.0222,2.42,36.36,0,27.46,12,0.4872
1004558995988702228,seattle,Matthews Beach,entire home/apt,279,134,108.21,0.0222,2.38,86.84,31.85,30.15,8,0.5966
873398619573406008,seattle,Fairmount Park,entire home/apt,211,139,51.8,0.5667,61.68,72,49.52,42.72,8,0.5049
26441475,seattle,Phinney Ridge,entire home/apt,164,175,-6.29,0.6444,68.98,63.53,29.79,54.01,8,0.5468
897188690689950812,seattle,Columbia City,entire home/apt,258,132,95.45,0.9667,96.42,80,71.93,57.27,8,0.4333
1437899199339563868,seattle,East Queen Anne,entire home/apt,250,180,38.89,0.2556,34.82,60,8.42,27.4,8,0.4154
22715967,seattle,Belltown,entire home/apt,179,169,5.92,0.9222,93.52,90,69.95,71.92,8,0.3663
7257457,seattle,North Admiral,entire home/apt,234,166,40.96,1,99.12,74.39,84.99,62.38,8,0.5325
971964049921193675,seattle,Broadway,entire home/apt,132,152,-13.16,0.3,38.82,39.02,15.75,40.41,8,0.3582
1474248234749359518,seattle,Brighton,private room,74,78,-5.13,0.4222,46.25,58.33,21.84,45.83,8,0.5488
1482766598374682618,seattle,Fauntleroy,entire home/apt,105,143,-26.57,0.8111,82.92,43.37,20.7,55.58,8,0.5533
1152278992405471970,seattle,Stevens,entire home/apt,179,158,13.29,0.7889,83.86,55.88,31.7,49.68,8,0.3865
890524341736089149,seattle,Wedgwood,entire home/apt,215,139,54.68,0.1,12.14,100,29.42,34.78,12,0.467
6245498,seattle,Whittier Heights,entire home/apt,111,131,-15.27,0.4889,60.85,85.19,79.68,72.97,12,0.3568
25458599,seattle,Mann,entire home/apt,269,156,72.44,0.5556,59.06,76.92,82.6,51.69,8,0.574
54397466,seattle,Matthews Beach,entire home/apt,133,134,-0.75,0.9667,96.15,71.05,70.64,69.88,8,0.5966
28466540,seattle,First Hill,entire home/apt,124,157,-21.02,0.9333,94.15,80.56,89.02,82.53,8,0.3979
1305255116776974970,seattle,North Beach/Blue Ridge,private room,92,105,-12.38,0.7,77.36,100,4.94,60.42,8,0.436
1110906038588331072,seattle,Seaview,entire home/apt,275,129,113.18,0.4778,51.94,77.63,9.73,32.23,8,0.5226
651424520093981671,seattle,Bryant,private room,52,57,-8.77,0.9444,94.2,69.01,63.99,69.72,8,0.5798
1290645194630751600,seattle,Olympic Hills,private room,39,45,-13.33,0.0889,14.88,91.84,0,44.93,12,0.3197
19553691,seattle,Leschi,entire home/apt,176,162,8.64,0.0111,1.25,67.07,72.46,47.54,8,0.4947
1419941479392186548,seattle,Fremont,entire home/apt,179,153,16.99,0.0111,1.17,60.71,15.45,29.18,8,0.5258
41381981,seattle,Belltown,entire home/apt,172,169,1.78,0.0333,5.18,51.25,93.16,51.61,8,0.3663
675324739303021108,seattle,Columbia City,entire home/apt,133,132,0.76,0.3333,40.84,73.33,15.62,45.18,8,0.4333
1385122969182216985,seattle,Madrona,entire home/apt,159,167,-4.79,0.2222,26.68,65.63,39.8,48.13,8,0.5519
15832847,seattle,Pioneer Square,entire home/apt,130,151,-13.91,0.6889,76.27,47.69,65.27,62.67,8,0.3791
934038637600193417,seattle,Minor,private room,65,88,-26.14,0.1556,20.32,75.76,17.08,50.11,8,0.4487
22715967,seattle,Belltown,entire home/apt,179,169,5.92,0.0667,10.47,90,69.95,55.31,8,0.3663
53432514,seattle,Lawton Park,entire home/apt,295,152,94.08,0.4333,49.18,36.56,21.69,24.4,8,0.6306
42201985,seattle,Greenwood,private room,90,59,52.54,0.0556,6.31,80,86.34,42.85,8,0.6041
951615014529972539,seattle,North Beacon Hill,entire home/apt,161,148,8.78,0.4667,52.66,51.25,67.31,52.54,8,0.5336
27984069,seattle,Greenwood,entire home/apt,96,127,-24.41,0.1444,16.95,52.5,82.97,59.58,8,0.6041
1467399676164553242,seattle,Wallingford,entire home/apt,112,141,-20.57,0.3333,39.71,15.12,3.82,33.85,8,0.5328
1148272701259624034,seattle,Bryant,entire home/apt,140,157,-10.83,0.0222,2.4,8.33,0,20.81,8,0.5798
53917635,seattle,Central Business District,entire home/apt,271,187,44.92,0.5667,65.09,47.76,0,26.48,12,0.3958
49262712,seattle,Wallingford,private room,63,70,-10,0.9667,96.48,65.15,91.19,76.38,8,0.5328
46452459,seattle,South Delridge,entire home/apt,109,126,-13.49,0.5778,62.04,47.62,88.92,65.59,8,0.5932
1419677619781848323,seattle,North Queen Anne,entire home/apt,215,164,31.1,0.7889,82.56,64.94,25.34,44.75,8,0.4684
1423262814997006353,seattle,West Queen Anne,entire home/apt,102,173,-41.04,0.1111,12.54,55.81,53.78,57.22,8,0.6558
36114524,seattle,Mount Baker,entire home/apt,109,137,-20.44,0.0889,9.79,38.67,78.63,52.41,8,0.6331
772423437416351327,seattle,Wallingford,entire home/apt,130,141,-7.8,0.6222,67.84,63.95,33.58,55.29,8,0.5328
52540003,seattle,Atlantic,entire home/apt,128,174,-26.44,0.8556,87.17,61.54,87.07,77.52,8,0.4382
1446737710056129923,seattle,Fauntleroy,entire home/apt,214,143,49.65,0.2444,27.95,19.28,0,10.51,8,0.5533
1138751400323352928,seattle,East Queen Anne,entire home/apt,334,180,85.56,0.7333,79.58,52.94,47.03,40.91,8,0.4154
31116686,seattle,Mount Baker,entire home/apt,114,137,-16.79,0.0889,9.79,74.67,55.86,54.63,8,0.6331
5581705,seattle,Roosevelt,entire home/apt,136,145,-6.21,0.5778,64.82,65.82,81.88,66.75,8,0.5181
651709886023739183,seattle,Phinney Ridge,entire home/apt,341,175,94.86,0.4556,51.12,89.41,38.99,42.33,8,0.5468
594587924827266485,seattle,West Woodland,entire home/apt,152,154,-1.3,0.4778,53.05,41.46,17.39,40.71,12,0.4481
12379796,seattle,Wallingford,entire home/apt,65,141,-53.9,0.7778,81.22,40.7,51.36,69.26,8,0.5328
34397966,seattle,First Hill,private room,132,166,-20.48,0.2333,29.57,100,70.32,69.64,8,0.3979
695710250281871793,seattle,Broadway,entire home/apt,298,152,96.05,0.2,27.03,68.29,60.93,37.71,8,0.3582
43861016,seattle,Lawton Park,entire home/apt,95,152,-37.5,0.8667,87.98,33.33,86.03,73.69,8,0.6306
1237268646973867171,seattle,Wallingford,entire home/apt,177,141,25.53,0.6667,71.76,53.49,24.02,41.07,8,0.5328
51650986,seattle,North Beacon Hill,entire home/apt,148,148,0,0.4556,51.61,80,10.22,47.88,8,0.5336
613728741973486179,seattle,Belltown,entire home/apt,168,169,-0.59,0.3889,49.16,76.25,66.52,60.7,8,0.3663
884022569601206142,seattle,High Point,entire home/apt,205,136,50.74,0.7444,76.18,93.22,23.55,44.43,8,0.7009
624309889754626864,seattle,Wallingford,entire home/apt,243,141,72.34,0.0778,9.61,75.58,63.02,36.57,8,0.5328
3469590,seattle,Mann,entire home/apt,185,156,18.59,0.2444,27.82,35.38,39.55,33.72,8,0.574
656071664371697729,seattle,Greenwood,entire home/apt,137,127,7.87,0.4333,48.48,66.25,71.33,56.73,8,0.6041
1320889805564365190,seattle,North Queen Anne,entire home/apt,226,164,37.8,0.8222,85.26,32.47,13.74,32.26,8,0.4684
1124770932118114276,seattle,University District,entire home/apt,109,113,-3.54,0.0111,1.34,57.89,20.51,35.93,8,0.5192
1434556447470279298,seattle,Atlantic,entire home/apt,70,174,-59.77,0.5222,57.02,10.26,0,43.97,8,0.4382
49598714,seattle,Fremont,entire home/apt,82,153,-46.41,0.7,73.16,58.33,78.79,77.83,8,0.5258
1513800400757287947,seattle,Rainier Beach,private room,50,68,-26.47,0.2889,37.93,15.28,0,34.35,8,0.4234
1145272634428660260,seattle,Alki,entire home/apt,139,159,-12.58,0.2111,27.41,58.11,40.37,48.88,8,0.4494
54397152,seattle,Minor,private room,75,88,-14.77,0.9556,95.69,74.24,82.08,77.65,8,0.4487
24286056,seattle,Belltown,entire home/apt,185,169,9.47,0.3111,41.17,37.5,48.18,41.81,8,0.3663
1268298206235027970,seattle,Roosevelt,entire home/apt,228,145,57.24,0.2333,30.09,55.7,3.29,20.77,8,0.5181
26566116,seattle,Broadview,entire home/apt,143,112,27.68,0.2444,29.08,58.06,59.64,41.94,8,0.4182
868960031210515615,seattle,Yesler Terrace,entire home/apt,103,123,-16.26,0.0667,9.71,46.43,75.43,52.29,9,0.3206
903634462779222398,seattle,North Beacon Hill,entire home/apt,94,148,-36.49,0.8889,89.9,57.5,71.08,76.07,8,0.5336
1127649768503294698,seattle,Adams,entire home/apt,137,170,-19.41,0.1333,15.63,37.93,30.89,41.16,8,0.5494
13141142,seattle,Wallingford,entire home/apt,124,141,-12.06,0.3111,37.25,27.91,56.24,47.1,8,0.5328
1268298206235027970,seattle,Roosevelt,entire home/apt,228,145,57.24,0.2556,32.54,55.7,3.29,21.26,8,0.5181
1266659187201246131,seattle,Atlantic,entire home/apt,292,174,67.82,0.4778,52.84,42.31,22.83,26.85,8,0.4382
43461448,seattle,Rainier Beach,entire home/apt,176,142,23.94,0.9889,98.29,77.17,59.57,61.66,8,0.4234
848831962420280944,seattle,Mann,entire home/apt,103,156,-33.97,1,99.04,60,66.54,76.64,8,0.574
49406615,seattle,Seaview,entire home/apt,104,129,-19.38,0.7889,81.34,86.84,44.25,69.86,8,0.5226
966239523394517048,seattle,International District,private room,151,129,17.05,0.2333,25.55,69.77,14.4,36.04,8,0.4027
25458599,seattle,Mann,entire home/apt,269,156,72.44,0.9,90.27,76.92,82.6,57.93,8,0.574
53148020,seattle,Stevens,entire home/apt,334,158,111.39,0.6111,69.44,98.53,78.03,58.03,8,0.3865
49796935,seattle,University District,entire home/apt,108,113,-4.42,0.4222,47.05,48.68,23.56,43.8,8,0.5192
8902327,seattle,Portage Bay,entire home/apt,127,149,-14.77,0.5111,56.15,37.21,80.52,60.09,12,0.5225
785469105591142352,seattle,Fairmount Park,entire home/apt,157,139,12.95,0.1111,14.06,84,80.34,55.01,8,0.5049
28411010,seattle,Broadway,entire home/apt,128,152,-15.79,0.8778,90.15,62.2,95.52,77.2,8,0.3582
47822303,seattle,Pike-Market,entire home/apt,183,224,-18.3,0.8667,89.92,41.56,16.23,52.92,12,0.3611
7800143,seattle,North Admiral,entire home/apt,239,166,43.98,0.4111,47.45,63.41,45.48,38.52,8,0.5325
1494918200733832482,seattle,West Queen Anne,private room,51,46,10.87,0.7444,76.1,94.12,13.22,53.79,8,0.6558
26425599,seattle,Columbia City,entire home/apt,243,132,84.09,0.6222,67.53,54.67,90.74,49.86,8,0.4333
1128637507135970834,seattle,Belltown,entire home/apt,255,169,50.89,0.0222,3.35,57.5,0,15.05,8,0.3663
